corp_name,year,quarter,자산총계,부채총계,자본총계,매출액,영업이익,분기순이익,부채비율,자기자본비율,ROA,ROE,매출액성장률,영업이익성장률,순이익성장률
DL이앤씨,2016,Q2,12378283037829.0,7324959209406.0,5053323828423.0,2563786089070.0,136173192255.0,119796623729.0,144.95329130118134,40.82410955525615,0.9677967724836487,2.3706500473053027,13.758515509126568,50.010345915494185,285.97910961677724
DL이앤씨,2016,Q3,12185421811087.0,7042493944695.0,5142927866392.0,2457363742629.0,130654397870.0,109087538471.0,136.93549914857414,42.205579307173984,0.8952298916049493,2.121117412201426,-4.150983847470835,-4.05277594922312,-8.939388210326982
DL이앤씨,2016,Q4,12391509195461.0,7246135122451.0,5145374073010.0,2578911003250.0,61784279045.0,33274089602.0,140.828150094286,41.5233850199195,0.26852330153770354,0.6466796996653529,4.946246195158843,-52.71167289257662,-69.49780876131362
DL이앤씨,2017,Q1,12812122246127.0,7563965645425.0,5248156600702.0,2511358953280.0,113983699447.0,149346137994.0,144.1261422041643,40.96242995408879,1.16566276160178,2.8456875310089504,-2.6194021385332555,84.4865736217154,348.83613580527015
DL이앤씨,2017,Q2,13206284371189.0,7818788259566.0,5387496111623.0,3106287434023.0,143036559573.0,104533695355.0,145.12842510823762,40.79494246978682,0.7915450888143228,1.9403020102321502,23.68950404186483,25.488609570449118,-30.005759265633202
DL이앤씨,2017,Q3,14137476548899.0,8398250563040.0,5739225985859.0,3427207745537.0,197285733419.0,295943051132.0,146.33071748233343,40.595830281366304,2.0933230206139406,5.156497615901174,10.331314095372402,37.92678879298228,183.1078056955389
DL이앤씨,2017,Q4,13402454876273.0,7708148417254.0,5694306459019.0,3290682099766.0,91592858015.0,-41824088021.0,135.36588648202013,42.4870407069969,-0.31206289002355203,-0.7344895874853448,-3.9835824352576044,-53.57350152609719,-114.13247848226891
DL이앤씨,2018,Q1,13689850556401.0,8038343869550.0,5651506686851.0,2836062777035.0,248241715440.0,250513431130.0,142.233643432685,41.28245712812774,1.8299208606982693,4.432683972804166,-13.81535222631587,171.0273713692239,-698.9692614557822
DL이앤씨,2018,Q2,13795072645600.0,7917782713326.0,5877289932274.0,2956979227761.0,224961284215.0,225786390511.0,134.71825968371968,42.604269533503235,1.6367176622517865,3.8416752127734544,4.263532235785483,-9.378130175960242,-9.870544867579689
DL이앤씨,2018,Q3,13123519920892.0,7056668797476.0,6066851123416.0,2463804097979.0,205491973968.0,187300050162.0,116.31517988367372,46.22884073774956,1.4272089446355587,3.0872695959042895,-16.678342720568516,-8.654515960352004,-17.04546507958149
DL이앤씨,2018,Q4,12833716731566.0,6783472629934.0,6050244101632.0,2727639189525.0,166663172092.0,14488902141.0,112.11899083715015,47.143350817076474,0.11289716333977422,0.23947632356009813,10.708444383318373,-18.895532086351253,-92.26433621962823
DL이앤씨,2019,Q1,13342181148518.0,7107251884909.0,6234929263609.0,2322069392836.0,240888039914.0,236381522003.0,113.9908984435706,46.730959460114605,1.7716857489171205,3.7912462517044485,-14.868894619439288,44.535854496413286,1531.466067633233
DL이앤씨,2019,Q2,13079858983254.0,6697722359915.0,6382136623339.0,2467591457369.0,297730484475.0,145993150372.0,104.94482890607398,48.79361949933848,1.116167617394908,2.287527813774996,6.266912822758952,23.597038931984105,-38.23834065585417
DL이앤씨,2019,Q3,12929295009792.0,6384702374473.0,6544592635319.0,2163503081314.0,222998367821.0,178317803845.0,97.55691041818058,50.6183255186184,1.3791765421854094,2.72465856595379,-12.323286950394364,-25.100592835086445,22.141212372385066
DL이앤씨,2019,Q4,13445224177772.0,6708517368302.0,6736706809470.0,2746914960045.0,368504099201.0,149615185553.0,99.58155457903595,50.104830684841254,1.1127756858107862,2.2208950127186955,26.9660757024051,65.24968447159081,-16.096327833282032
DL이앤씨,2020,Q1,14145137832111.0,7252235874410.0,6892901957701.0,2509375471958.0,290180729309.0,223198547577.0,105.21310064924889,48.72983239550599,1.5779170922627213,3.2380925907067994,-8.647500615858473,-21.25440939783919,49.181746994481166
DL이앤씨,2020,Q2,14028135462169.0,6933880034782.0,7094255427387.0,2502057071282.0,306293735741.0,188471956279.0,97.73936258362112,50.57162048740369,1.3435282029266837,2.656684104598404,-0.2916423133079271,5.552748616481007,-15.55860989015615
DL이앤씨,2020,Q3,13951975036371.0,6810810947240.0,7141164089131.0,2221851531020.0,249569159060.0,229147858118.0,95.37395951461465,51.18389382517462,1.6424044446799906,3.208830594815316,-11.199006748412366,-18.519665948691145,21.58193857699784
DL이앤씨,2020,Q4,13901859840255.0,10690535919843.0,3211323920412.0,-5667135262576.0,-726993858431.0,-68161199016.0,332.9012016474329,23.099958978964178,-0.4903027350241918,-2.122526431629955,-355.0636342462698,-391.2995584747794,-129.7455099846058
DL이앤씨,2021,Q1,8185000920067.0,4163956253889.0,4021044666178.0,1699609230406.0,199763470976.0,174571494368.0,103.55409102796258,49.126991010101015,2.1328219272401867,4.341446287238835,-129.99062403944532,-127.4780135566936,-356.11564480698394
